publication_citation,publication_authors,publication_year,publication_title,publication_publisher,publication_doi,publication_with_reported_data,locality,country_continent,habitat_description,habitat_type,category,group,micro_type,water_depth_m,water_depth_m_value,water_depth_m_location,chla_gm2,log_chla_gm2,chla_gm2_value,chla_gm2_conversion,chla_gm2_location,chla_gm3,log_chla_gm3,afdm_gm2,log_afdm_gm2,afdm_gm2_value,afdm_gm2_conversion,afdm_gm2_location,water_tp_ugl,log_water_tp_ugl,water_tp_ugl_conversion,water_tp_ugl_location,tp_stock_gm2,log_tp_stock_gm2,tp_stock_gm2_value,tp_stock_gm2_conversion,tp_stock_gm2_location,tp_stock_gm3,log_tp_stock_gm3,tn_stock_gm2,log_tn_stock_gm2,tn_stock_gm2_value,tn_stock_gm2_conversion,tn_stock_gm2_location
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,9.89,0.995,minimum,mg/m2 to g/m2,table 3,19.78,1.296,8.55,0.932,minimum,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,8.93,0.951,minimum,mg/m2 to g/m2,table 3,17.86,1.252,8.67,0.938,minimum,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,5.75,0.76,minimum,mg/m2 to g/m2,table 3,11.5,1.061,8.98,0.953,minimum,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,12.54,1.098,minimum,mg/m2 to g/m2,table 3,25.08,1.399,10.9,1.037,minimum,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,9.62,0.983,minimum,mg/m2 to g/m2,table 3,19.24,1.284,12.47,1.096,minimum,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,15.27,1.184,minimum,mg/m2 to g/m2,table 3,30.54,1.485,14.39,1.158,minimum,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,14.5,1.161,median,mg/m2 to g/m2,table 3,29,1.462,15.06,1.178,median,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,16.49,1.217,minimum,mg/m2 to g/m2,table 3,32.98,1.518,15.46,1.189,minimum,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,24.07,1.381,median,mg/m2 to g/m2,table 3,48.14,1.683,18.42,1.265,median,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,15.03,1.177,median,mg/m2 to g/m2,table 3,30.06,1.478,19.38,1.287,median,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,19.51,1.29,median,mg/m2 to g/m2,table 3,39.02,1.591,25.49,1.406,median,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,15.18,1.181,median,mg/m2 to g/m2,table 3,30.36,1.482,27.29,1.436,median,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,31.96,1.505,median,mg/m2 to g/m2,table 3,63.92,1.806,28.05,1.448,median,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,14.88,1.173,median,mg/m2 to g/m2,table 3,29.76,1.474,28.99,1.462,median,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,13.9,1.143,median,mg/m2 to g/m2,table 3,27.8,1.444,29.71,1.473,median,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,32.05,1.506,median,mg/m2 to g/m2,table 3,64.1,1.807,33.57,1.526,median,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,87.42,1.942,maximum,mg/m2 to g/m2,table 3,174.84,2.243,59.2,1.772,maximum,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,98.93,1.995,maximum,mg/m2 to g/m2,table 3,197.86,2.296,70.7,1.849,maximum,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,130.14,2.114,maximum,mg/m2 to g/m2,table 3,260.28,2.415,70.9,1.851,maximum,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,66.92,1.826,maximum,mg/m2 to g/m2,table 3,133.84,2.127,97.33,1.988,maximum,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,100.74,2.003,maximum,mg/m2 to g/m2,table 3,201.48,2.304,97.42,1.989,maximum,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,69.59,1.843,maximum,mg/m2 to g/m2,table 3,139.18,2.144,108.36,2.035,maximum,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,157.71,2.198,maximum,mg/m2 to g/m2,table 3,315.42,2.499,134.25,2.128,maximum,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,216.28,2.335,maximum,mg/m2 to g/m2,table 3,432.56,2.636,144.67,2.16,maximum,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,254.68,2.406,maximum,mg/m2 to g/m2,table 3,509.36,2.707,203.86,2.309,maximum,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Atkins et al., 2021","Atkins, K. S., Hackley, S. H., Allen, B. C., Watanabe, S., Reuter, J. E., & Schladow, S. G.",2021,Variability in periphyton community and biomass over 37 years in Lake Tahoe (CA-NV),Hydrobiologia,https://doi.org/10.1007/s10750-021-04533-w,NA,"California and Nevada, USA",United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,introduction text,241.77,2.383,maximum,mg/m2 to g/m2,table 3,483.54,2.684,219.77,2.342,maximum,none,table 3,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Bjork-Ramberg, 1984","Bjork-Ramberg, S.",1984,Species composition and biomass of an epipelic algal community in a subarctic lake before and during lake fertilization,Ecography,https://doi.org/10.1111/j.1600-0587.1984.tb01121.x,NA,NA,Sweden,Lake Gunillajaure oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epipelon,0.00-4.00,range,results text,0.0727,-1.138,mean,mg/m2 to g/m2,table 4,0.02,-1.741,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Blindow et al., 2006","Blindow, I., Hargeby, A., Meyercordt, J., & Schubert, H.",2006,Primary production in two shallow lakes with contrasting plant form dominance: A paradox of enrichment?,Limnology and Oceanography,https://doi.org/10.4319/lo.2006.51.6.2711,NA,NA,Sweden,Lake Krankesjon shallow eutrophic,shallow_lake,shallow_lake_and_pond,other_fw_benthic_system,epiphyton on artificial substrate,NA,NA,NA,0.001,-3,minimum,ug/cm2 to g/m2,results text,-9999,-9999,-9999,-9999,NA,NA,NA,29,1.462,none,table 2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Blindow et al., 2006","Blindow, I., Hargeby, A., Meyercordt, J., & Schubert, H.",2006,Primary production in two shallow lakes with contrasting plant form dominance: A paradox of enrichment?,Limnology and Oceanography,https://doi.org/10.4319/lo.2006.51.6.2711,NA,NA,Sweden,Lake Krankesjon shallow eutrophic,shallow_lake,shallow_lake_and_pond,other_fw_benthic_system,epiphyton on artificial substrate,NA,NA,NA,0.018,-1.745,maximum,ug/cm2 to g/m2,results text,-9999,-9999,-9999,-9999,NA,NA,NA,29,1.462,none,table 2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Browder et al., 1982","Browder, J. A.",1982,Biomass and primary production of microphytes and macrophytes in periphyton habitats of the southern Everglades,"Everglades National Park, South Florida Research Center, National Park Service",NA,NA,Florida,United States of America,Everglades,Everglades_other,karstic_wetland,wetland,epiphyton,NA,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,1,0,mean,none,table 4,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Browder et al., 1982","Browder, J. A.",1982,Biomass and primary production of microphytes and macrophytes in periphyton habitats of the southern Everglades,"Everglades National Park, South Florida Research Center, National Park Service",NA,NA,Florida,United States of America,Everglades,Everglades_other,karstic_wetland,wetland,epiphyton,NA,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,22,1.342,mean,none,table 4,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Browder et al., 1982","Browder, J. A.",1982,Biomass and primary production of microphytes and macrophytes in periphyton habitats of the southern Everglades,"Everglades National Park, South Florida Research Center, National Park Service",NA,NA,Florida,United States of America,Everglades,Everglades_other,karstic_wetland,wetland,epiphyton,NA,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,22,1.342,mean,none,table 4,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Browder et al., 1982","Browder, J. A.",1982,Biomass and primary production of microphytes and macrophytes in periphyton habitats of the southern Everglades,"Everglades National Park, South Florida Research Center, National Park Service",NA,NA,Florida,United States of America,Everglades,Everglades_other,karstic_wetland,wetland,epiphyton,NA,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,33,1.519,mean,none,table 4,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Browder et al., 1982","Browder, J. A.",1982,Biomass and primary production of microphytes and macrophytes in periphyton habitats of the southern Everglades,"Everglades National Park, South Florida Research Center, National Park Service",NA,NA,Florida,United States of America,Everglades,Everglades_other,karstic_wetland,wetland,epiphyton,NA,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,33,1.519,mean,none,table 4,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Browder et al., 1982","Browder, J. A.",1982,Biomass and primary production of microphytes and macrophytes in periphyton habitats of the southern Everglades,"Everglades National Park, South Florida Research Center, National Park Service",NA,NA,Florida,United States of America,Everglades,Everglades_other,karstic_wetland,wetland,epiphyton,NA,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,45,1.653,mean,none,table 4,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Browder et al., 1982","Browder, J. A.",1982,Biomass and primary production of microphytes and macrophytes in periphyton habitats of the southern Everglades,"Everglades National Park, South Florida Research Center, National Park Service",NA,NA,Florida,United States of America,Everglades,Everglades_other,karstic_wetland,wetland,epiphyton,NA,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,60,1.778,mean,none,table 4,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Browder et al., 1982","Browder, J. A.",1982,Biomass and primary production of microphytes and macrophytes in periphyton habitats of the southern Everglades,"Everglades National Park, South Florida Research Center, National Park Service",NA,NA,Florida,United States of America,Everglades,Everglades_other,karstic_wetland,wetland,epiphyton,NA,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,61,1.785,mean,none,table 4,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Browder et al., 1982","Browder, J. A.",1982,Biomass and primary production of microphytes and macrophytes in periphyton habitats of the southern Everglades,"Everglades National Park, South Florida Research Center, National Park Service",NA,NA,Florida,United States of America,Everglades,Everglades_other,karstic_wetland,wetland,epiphyton,NA,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,63,1.799,mean,none,table 4,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Browder et al., 1982","Browder, J. A.",1982,Biomass and primary production of microphytes and macrophytes in periphyton habitats of the southern Everglades,"Everglades National Park, South Florida Research Center, National Park Service",NA,NA,Florida,United States of America,Everglades,Everglades_other,karstic_wetland,wetland,epiphyton,NA,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,66,1.82,mean,none,table 4,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Browder et al., 1982","Browder, J. A.",1982,Biomass and primary production of microphytes and macrophytes in periphyton habitats of the southern Everglades,"Everglades National Park, South Florida Research Center, National Park Service",NA,NA,Florida,United States of America,Everglades,Everglades_other,karstic_wetland,wetland,epiphyton,NA,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,71,1.851,mean,none,table 4,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Browder et al., 1982","Browder, J. A.",1982,Biomass and primary production of microphytes and macrophytes in periphyton habitats of the southern Everglades,"Everglades National Park, South Florida Research Center, National Park Service",NA,NA,Florida,United States of America,Everglades,Everglades_other,karstic_wetland,wetland,epiphyton,NA,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,72,1.857,mean,none,table 4,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Browder et al., 1982","Browder, J. A.",1982,Biomass and primary production of microphytes and macrophytes in periphyton habitats of the southern Everglades,"Everglades National Park, South Florida Research Center, National Park Service",NA,NA,Florida,United States of America,Everglades,Everglades_other,karstic_wetland,wetland,epiphyton,NA,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,72,1.857,mean,none,table 4,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Browder et al., 1982","Browder, J. A.",1982,Biomass and primary production of microphytes and macrophytes in periphyton habitats of the southern Everglades,"Everglades National Park, South Florida Research Center, National Park Service",NA,NA,Florida,United States of America,Everglades,Everglades_other,karstic_wetland,wetland,epiphyton,NA,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,74,1.869,mean,none,table 4,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Browder et al., 1982","Browder, J. A.",1982,Biomass and primary production of microphytes and macrophytes in periphyton habitats of the southern Everglades,"Everglades National Park, South Florida Research Center, National Park Service",NA,NA,Florida,United States of America,Everglades,Everglades_other,karstic_wetland,wetland,epiphyton,NA,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,86,1.934,mean,none,table 4,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Browder et al., 1982","Browder, J. A.",1982,Biomass and primary production of microphytes and macrophytes in periphyton habitats of the southern Everglades,"Everglades National Park, South Florida Research Center, National Park Service",NA,NA,Florida,United States of America,Everglades,Everglades_other,karstic_wetland,wetland,epiphyton,NA,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,87,1.94,mean,none,table 4,-9999,-9999,NA,NA,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
